Monthly Data for January 1995 for California

Name, StationType, County, Longitude, Latitude, Elevation, TotalPrecipitation
YOSEMITE PARK HEADQUARTERS, COOP, Mariposa, -119.590, 37.750, 4018, 16.31
YREKA, COOP, Siskiyou, -122.641, 41.703, 2709, 5.65
BERKELEY, COOP, Alameda, -122.260, 37.874, 310, 10.37
BLYTHE, COOP, Riverside, -114.598, 33.614, 268, 1.81
EUREKA WFO WOODLEY ISLAND, WBAN, Humboldt, -124.160, 40.810, 20, 12.74
INDEPENDENCE, WBAN, Inyo, -118.204, 36.798, 3950, 4.15
SAN LUIS OBISPO POLY, WBAN, San Luis Obispo, -120.662, 35.306, 308, 16.09
IMPERIAL BEACH REAM FIELD NAS, WBAN, San Diego, -117.117, 32.568, 24, 2.63
CAMPO, COOP, San Diego, -116.470, 32.626, 2630, 10.12
CULVER CITY, COOP, Los Angeles, -118.414, 34.005, 92, 12.64
SANTA MONICA PIER, COOP, Los Angeles, -118.500, 34.008, 14, 17.82
POMONA/FAIRPLEX, COOP, Los Angeles, -117.766, 34.082, 999, 13.79
COVINA CITY YARD FC387B, COOP, Los Angeles, -117.880, 34.092, 607, 14.06
U C L A, COOP, Los Angeles, -118.443, 34.070, 430, 20.11
TOPANGA PATROL FC-6, COOP, Los Angeles, -118.599, 34.084, 745, 28.80
LECHUZA PTRL ST FC352B, COOP, Los Angeles, -118.880, 34.076, 1600, 22.62
IRON MOUNTAIN, COOP, San Bernardino, -115.122, 34.147, 922, 2.21
TWENTYNINE PALMS, COOP, San Bernardino, -116.037, 34.128, 1975, 2.13
SAN BERNARDINO F S 226, COOP, San Bernardino, -117.254, 34.134, 1140, 11.35
SAN DIMAS FIRE FC 95, COOP, Los Angeles, -117.802, 34.105, 958, 12.23
GLENDORA FC 287B, COOP, Los Angeles, -117.847, 34.147, 933, 17.69
SAN GABRIEL FIRE DEPT, COOP, Los Angeles, -118.100, 34.084, 363, 15.52
POINT MUGU NF, WBAN, Ventura, -119.123, 34.124, 12, 13.22
ALTADENA, COOP, Los Angeles, -118.138, 34.182, 1127, 17.65
SAN GABRIEL CANYON PH, COOP, Los Angeles, -117.908, 34.155, 744, 19.23
VAN NUYS FC15A, COOP, Los Angeles, -118.450, 34.183, 695, 17.67
WOODLAND HILLS PIERCE COLLEGE, COOP, Los Angeles, -118.574, 34.182, 790, 16.80
LYTLE CREEK R S, COOP, San Bernardino, -117.471, 34.238, 2730, 34.74
CALEXICO 2 NE, COOP, Imperial, -115.464, 32.688, 12, 1.69
EL CENTRO 2 SSW, COOP, Imperial, -115.562, 32.767, -30, 1.66
OCOTILLO 2, COOP, Imperial, -116.001, 32.746, 410, 1.54
LA MESA, COOP, San Diego, -117.023, 32.768, 530, 7.83
ALPINE, COOP, San Diego, -116.777, 32.836, 1695, 9.55
VICTORVILLE, COOP, San Bernardino, -117.293, 34.529, 2880, 2.91
ACTON ESCONDIDO FC261, COOP, Los Angeles, -118.271, 34.494, 2833, 8.50
GIBRALTAR DAM NO. 2, COOP, Santa Barbara, -119.682, 34.523, 1558, 34.52
PALMDALE, COOP, Los Angeles, -118.094, 34.588, 2612, 5.35
SAUGUS POWER PLANT 1, COOP, Los Angeles, -118.454, 34.590, 2161, 14.17
LOS PRIETOS RS, COOP, Santa Barbara, -119.791, 34.544, 1024, 26.43
CACHUMA LAKE, COOP, Santa Barbara, -119.982, 34.582, 789, 25.13
SALSIPUEDES GAGING STATION, COOP, Santa Barbara, -120.408, 34.585, 254, 19.34
EL MIRAGE, COOP, San Bernardino, -117.630, 34.589, 2950, 2.52
LOMPOC, COOP, Santa Barbara, -120.451, 34.654, 75, 15.37
LANCASTER, WBAN, Los Angeles, -118.213, 34.741, 2338, 5.06
SANDBERG, WBAN, Los Angeles, -118.725, 34.744, 4510, 5.36
LOS ALAMOS, COOP, Santa Barbara, -120.280, 34.746, 565, 14.92
LEBEC, WBAN, Kern, -118.865, 34.833, 3575, 12.53
MITCHELL CAVERNS, COOP, San Bernardino, -115.547, 34.944, 4350, 5.75
NEW CUYAMA FIRE STATION, COOP, Santa Barbara, -119.683, 34.946, 2160, 5.94
MOJAVE, COOP, Kern, -118.162, 35.049, 2735, 6.46
TEHACHAPI, COOP, Kern, -118.450, 35.133, 4017, 9.09
PISMO BEACH, COOP, San Luis Obispo, -120.683, 35.160, 39, 10.80
TAFT, COOP, Kern, -119.430, 35.150, 773, 3.38
GOLDSTONE ECHO NO 2, COOP, San Bernardino, -116.784, 35.281, 2950, 3.24
SALINAS DAM, COOP, San Luis Obispo, -120.504, 35.337, 1392, 17.50
RANDSBURG, COOP, Kern, -117.652, 35.369, 3570, 6.21
SANTA MARGARITA BOOST, COOP, San Luis Obispo, -120.637, 35.374, 1148, 23.76
MORRO BAY FIRE DEPT, COOP, San Luis Obispo, -120.845, 35.367, 118, 11.77
BAKERSFIELD AP, WBAN, Kern, -119.055, 35.434, 490, 2.29
BUTTONWILLOW, COOP, Kern, -119.470, 35.403, 225, 3.37
MOUNTAIN PASS, COOP, San Bernardino, -115.544, 35.470, 4730, 3.53
GLENNVILLE, COOP, Kern, -118.701, 35.727, 3140, 8.46
TRONA, COOP, San Bernardino, -117.391, 35.764, 1695, 5.01
KERN RIVER PH 3, COOP, Kern, -118.439, 35.783, 2703, 8.84
DELANO, COOP, Kern, -119.260, 35.768, 302, 2.67
SHOSHONE, COOP, Inyo, -116.271, 35.972, 1546, 3.36
PORTERVILLE, COOP, Tulare, -119.020, 36.068, 393, 4.60
KETTLEMAN STATION, COOP, Kings, -120.088, 36.073, 508, 4.84
HAIWEE, COOP, Inyo, -117.953, 36.139, 3825, 7.32
CORCORAN IRRIGATION DIST., COOP, Kings, -119.582, 36.098, 200, 4.17
COALINGA, WBAN, Fresno, -120.361, 36.136, 670, 6.07
PRIEST VALLEY, COOP, Monterey, -120.695, 36.188, 2300, 14.70
KING CITY, COOP, Monterey, -121.138, 36.207, 320, 6.12
LINDSAY, COOP, Tulare, -119.054, 36.203, 435, 5.41
WESTHAVEN, COOP, Fresno, -119.997, 36.227, 285, 4.59
WILDROSE R S, COOP, Inyo, -117.185, 36.266, 4100, 4.04
BIG SUR STATION, COOP, Monterey, -121.780, 36.247, 200, 26.47
VISALIA, COOP, Tulare, -119.300, 36.328, 303, 4.99
FIVE POINTS 5 SSW, COOP, Fresno, -120.156, 36.364, 285, 6.11
PALOMA, COOP, Monterey, -121.540, 36.350, 1775, 21.13
SAN CLEMENTE DAM, COOP, Monterey, -121.709, 36.438, 600, 16.05
ASH MOUNTAIN, COOP, Tulare, -118.825, 36.491, 1708, 9.29
THREE RIVERS EDISON PH 1, COOP, Tulare, -118.862, 36.465, 1140, 9.25
PINNACLES NATIONAL PARK, COOP, San Benito, -121.182, 36.482, 1307, 10.16
LODGEPOLE, COOP, Tulare, -118.732, 36.604, 6735, 17.92
PANOCHE 2 W, COOP, San Benito, -120.884, 36.607, 1400, 7.99
MONTEREY, COOP, Monterey, -121.855, 36.593, 122, 10.61
SALINAS NO. 2, COOP, Monterey, -121.666, 36.659, 45, 5.71
SALINAS AP, WBAN, Monterey, -121.609, 36.664, 73, 7.81
GRANT GROVE, COOP, Tulare, -118.962, 36.738, 6580, 21.39
PAICINES 4 W, COOP, San Benito, -121.349, 36.715, 905, 8.97
PINE FLAT DAM, COOP, Fresno, -119.337, 36.821, 615, 9.69
LOS BANOS ARBURUA RANCH, COOP, Merced, -120.939, 36.875, 843, 4.48
HOLLISTER 2, COOP, San Benito, -121.421, 36.848, 275, 7.68
BALCH POWER HOUSE, COOP, Fresno, -119.088, 36.909, 1735, 13.93
WATSONVILLE WATERWORKS, COOP, Santa Cruz, -121.769, 36.931, 95, 11.61
FRIANT GOVERNMENT CAMP, COOP, Fresno, -119.707, 36.997, 410, 6.48
MADERA, COOP, Madera, -120.038, 36.954, 270, 5.18
LOS BANOS DET RESV, COOP, Merced, -120.930, 36.990, 407, 4.26
GILROY, COOP, Santa Clara, -121.561, 37.003, 194, 11.17
AUBERRY 2 NW, COOP, Fresno, -119.513, 37.092, 2090, 13.35
LOS BANOS, COOP, Merced, -120.867, 37.056, 120, 5.77
SAN LUIS DAM, COOP, Merced, -121.058, 37.053, 277, 5.74
BEN LOMOND NO. 4, COOP, Santa Cruz, -122.080, 37.086, 420, 26.51
SOUTH LAKE, COOP, Inyo, -118.570, 37.168, 9580, 7.67
LAKE SABRINA, COOP, Inyo, -118.614, 37.213, 9065, 6.83
HUNTINGTON LAKE, COOP, Fresno, -119.221, 37.228, 7020, 22.80
NORTH FORK RS, COOP, Madera, -119.510, 37.233, 2645, 16.52
LOS GATOS, COOP, Santa Clara, -121.959, 37.232, 365, 15.60
BISHOP CREEK INTAKE 2, COOP, Inyo, -118.581, 37.248, 8154, 5.11
COARSEGOLD 1 SW, COOP, Madera, -119.705, 37.250, 2230, 14.61
NEWMAN, COOP, Stanislaus, -121.018, 37.281, 90, 7.94
MOUNT HAMILTON, WBAN, Santa Clara, -121.635, 37.343, 4220, 6.86
BLACK MOUNTAIN 2 WSW, COOP, Santa Clara, -122.167, 37.317, 2120, 22.28
SAN GREGORIO 2 SE, COOP, San Mateo, -122.362, 37.312, 275, 13.72
BISHOP AIRPORT, WBAN, Inyo, -118.359, 37.371, 4110, 3.08
WOODSIDE FIRE STATION 1, COOP, San Mateo, -122.256, 37.429, 380, 12.47
TURLOCK #2, COOP, Stanislaus, -120.846, 37.502, 103, 7.22
PALO ALTO, COOP, Santa Clara, -122.140, 37.444, 25, 7.91
REDWOOD CITY, COOP, San Mateo, -122.239, 37.477, 31, 8.55
HALF MOON BAY, COOP, San Mateo, -122.443, 37.473, 27, 11.38
SO ENTRANCE YOSEMITE N.P., COOP, Mariposa, -119.633, 37.512, 5047, 20.50
NEWARK, COOP, Alameda, -122.032, 37.515, 10, 8.36
EXCHEQUER DAM, COOP, Mariposa, -120.267, 37.585, 442, 11.28
MODESTO, COOP, Stanislaus, -121.000, 37.650, 91, 7.27
MODESTO AP, WBAN, Stanislaus, -120.955, 37.625, 87, 7.27
TRACY CARBONA, COOP, San Joaquin, -121.347, 37.682, 135, 4.65
GEM LAKE, COOP, Mono, -119.140, 37.752, 8970, 11.50
UPPER SAN LEANDRO FILTERS, COOP, Alameda, -122.167, 37.772, 394, 11.17
ALAMEDA NAS, WBAN, Alameda, -122.317, 37.783, 14, 9.01
SAN FRANCISCO DOWNTOWN, WBAN, San Francisco, -122.427, 37.771, 150, 8.97
SAN FRANCISCO OCEANSIDE, COOP, San Francisco, -122.505, 37.728, 8, 9.06
GROVELAND RS, COOP, Tuolumne, -120.098, 37.823, 3145, 20.26
TRACY PUMPING PLANT, COOP, Alameda, -121.583, 37.796, 61, 5.13
OAKLAND MUSEUM, COOP, Alameda, -122.264, 37.798, 30, 9.77
BENTON INSPECTION STN, COOP, Mono, -118.478, 37.843, 5460, 4.28
MATHER, COOP, Tuolumne, -119.856, 37.885, 4510, 17.12
MOUNT DIABLO JUNCTION, COOP, Contra Costa, -121.930, 37.879, 2170, 11.63
ELLERY LAKE, COOP, Mono, -119.230, 37.936, 9645, 7.04
STOCKTON AP, WBAN, San Joaquin, -121.226, 37.890, 27, 6.88
RICHMOND, COOP, Contra Costa, -122.377, 37.919, 20, 10.67
MUIR WOODS, COOP, Marin, -122.569, 37.898, 220, 17.63
HETCH HETCHY, COOP, Tuolumne, -119.783, 37.961, 3870, 14.84
CHERRY VALLEY DAM, COOP, Tuolumne, -119.916, 37.975, 4765, 21.59
SONORA, COOP, Tuolumne, -120.387, 37.967, 1675, 17.13
STOCKTON FIRE STA 4, COOP, San Joaquin, -121.318, 37.999, 12, 8.44
ANTIOCH PUMPING PLANT #3, COOP, Contra Costa, -121.752, 37.983, 60, 6.70
CONCORD WASTEWATER PLANT, COOP, Contra Costa, -122.069, 37.983, 40, 10.16
SAN RAFAEL-CIVIC CENTER, COOP, Marin, -122.537, 37.998, 120, 24.11
KENTFIELD, COOP, Marin, -122.545, 37.957, 145, 22.88
MARTINEZ WATER PLANT, COOP, Contra Costa, -122.114, 38.013, 40, 10.38
BODIE CALIFORNIA STATE HISTORIC PARK, COOP, Mono, -119.014, 38.212, 8370, 2.49
BRIDGEPORT, COOP, Mono, -119.229, 38.258, 6470, 0.66
CALAVERAS BIG TREES, COOP, Calaveras, -120.311, 38.277, 4695, 25.07
CAMP PARDEE, COOP, Calaveras, -120.843, 38.249, 658, 10.51
FAIRFIELD, COOP, Solano, -122.068, 38.274, 40, 12.47
SONOMA, COOP, Sonoma, -122.462, 38.299, 97, 20.29
WEST POINT, COOP, Calaveras, -120.545, 38.378, 2775, 16.02
GRATON, COOP, Sonoma, -122.865, 38.431, 200, 23.58
OCCIDENTAL, COOP, Sonoma, -122.966, 38.386, 865, 36.62
TIGER CREEK PH, COOP, Amador, -120.499, 38.446, 2355, 21.36
SALT SPRINGS PWR HOUSE, COOP, Amador, -120.219, 38.501, 3700, 19.09
FIDDLETOWN DEXTER RCH, COOP, Amador, -120.698, 38.525, 2170, 17.54
SACRAMENTO AP ASOS, WBAN, Sacramento, -121.496, 38.507, 19, 8.81
WINTERS, WBAN, Yolo, -121.978, 38.525, 135, 17.21
LAKE SOLANO, COOP, Solano, -122.004, 38.492, 187, 18.64
SAINT HELENA, COOP, Napa, -122.471, 38.507, 225, 23.30
FORT ROSS, COOP, Sonoma, -123.245, 38.515, 112, 18.93
SACRAMENTO 5 ESE, WBAN, Sacramento, -121.418, 38.555, 38, 12.35
ANGWIN PACIFIC UNION COLLEGE, COOP, Napa, -122.440, 38.573, 1715, 28.29
CALISTOGA, COOP, Napa, -122.578, 38.577, 350, 30.23
HEALDSBURG NO 2, COOP, Sonoma, -122.867, 38.633, 150, 31.62
WOODLAND 1 WNW, COOP, Yolo, -121.794, 38.683, 67, 13.28
MARKLEEVILLE, COOP, Alpine, -119.780, 38.692, 5530, 7.99
TWIN LAKES, COOP, Alpine, -120.040, 38.709, 8000, 17.19
PLACERVILLE, COOP, El Dorado, -120.824, 38.696, 1850, 16.53
REPRESA, COOP, Sacramento, -121.161, 38.694, 295, 12.71
WARM SPRINGS DAM, COOP, Sonoma, -122.997, 38.716, 224, 35.56
PACIFIC HOUSE, COOP, El Dorado, -120.503, 38.758, 3450, 22.99
MIDDLETOWN, COOP, Lake, -122.626, 38.748, 1121, 35.47
CLOVERDALE, COOP, Sonoma, -123.026, 38.793, 400, 31.25
KELSEY 1 N, COOP, El Dorado, -120.821, 38.809, 2000, 17.12
GEORGETOWN RS, COOP, El Dorado, -120.801, 38.933, 3001, 20.29
AUBURN, COOP, Placer, -121.084, 38.907, 1292, 18.42
NICOLAUS #2, COOP, Sutter, -121.545, 38.926, 43, 10.04
CLEARLAKE 4 SE, COOP, Lake, -122.567, 38.924, 1349, 25.96
FORESTHILL RANGER STATION, COOP, Placer, -120.845, 39.010, 3015, 21.75
LAKEPORT, COOP, Lake, -122.917, 39.033, 1315, 22.60
IOWA HILL, COOP, Placer, -120.840, 39.118, 3100, 28.03
UKIAH 4 WSW, COOP, Mendocino, -123.272, 39.127, 1328, 28.89
GOLD ROCK RANCH, COOP, Imperial, -114.867, 32.883, 485, 3.65
IMPERIAL, COOP, Imperial, -115.567, 32.849, -64, 1.50
DESCANSO RANGER STN, COOP, San Diego, -116.617, 32.850, 3500, 13.98
EL CAPITAN DAM, COOP, San Diego, -116.815, 32.886, 600, 9.51
LAKESIDE 2 E, COOP, San Diego, -116.895, 32.854, 690, 8.24
RAMONA FIRE DEPT, COOP, San Diego, -116.908, 33.011, 1470, 8.24
SAN PASQUAL ANIMAL PK, COOP, San Diego, -116.997, 33.096, 420, 9.04
HENSHAW DAM, COOP, San Diego, -116.761, 33.237, 2700, 16.32
VISTA, COOP, San Diego, -117.232, 33.235, 430, 9.29
OCEANSIDE MARINA, COOP, San Diego, -117.395, 33.210, 10, 4.96
NILAND, COOP, Imperial, -115.524, 33.278, -60, 1.63
BORREGO DESERT PARK, COOP, San Diego, -116.404, 33.256, 810, 3.32
OAK GROVE RS, COOP, San Diego, -116.792, 33.386, 2750, 9.79
PALOMAR MTN OBSERVATORY, COOP, San Diego, -116.840, 33.378, 5550, 20.29
MECCA FIRE STATION, COOP, Riverside, -116.073, 33.570, -183, 2.95
ANZA, COOP, Riverside, -116.674, 33.556, 3915, 6.09
LAGUNA BEACH, COOP, Orange, -117.781, 33.545, 44, 8.20
BLYTHE ASOS, WBAN, Riverside, -114.715, 33.619, 395, 2.29
DESERT RESORTS REGIONAL AP, WBAN, Riverside, -116.164, 33.632, -118, 2.27
GOLD RUN 4 SW, COOP, Placer, -120.900, 39.150, 3220, 23.49
GRASS VALLEY NO. 2, COOP, Nevada, -121.068, 39.204, 2400, 25.22
HARRY L. ENGLEBRIGHT DAM, COOP, Nevada, -121.267, 39.237, 800, 15.43
COLUSA 2 SSW, COOP, Colusa, -122.027, 39.188, 50, 13.80
NEVADA CITY, COOP, Nevada, -121.001, 39.247, 2781, 30.25
TRUCKEE RS, COOP, Nevada, -120.173, 39.333, 5823, 12.67
DONNER MEMORIAL ST PARK, COOP, Nevada, -120.233, 39.324, 5937, 12.39
COLGATE POWERHOUSE, COOP, Yuba, -121.192, 39.331, 595, 17.70
BOCA, COOP, Nevada, -120.094, 39.389, 5575, 8.19
DOBBINS 1 S, COOP, Yuba, -121.201, 39.358, 1640, 21.14
EAST PARK RESERVOIR, COOP, Colusa, -122.518, 39.359, 1205, 19.99
STONYFORD, COOP, Colusa, -122.546, 39.375, 1170, 23.50
POTTER VALLEY POWERHOUSE, COOP, Mendocino, -123.129, 39.362, 1018, 23.34
SAGEHEN CREEK, COOP, Nevada, -120.241, 39.432, 6337, 13.00
WILLITS 1 NE, COOP, Mendocino, -123.342, 39.419, 1353, 29.00
BOWMAN DAM, COOP, Nevada, -120.656, 39.454, 5385, 35.73
OROVILLE, COOP, Butte, -121.553, 39.518, 171, 16.29
SIERRAVILLE RS, COOP, Sierra, -120.370, 39.583, 4975, 11.86
SIERRA CITY, COOP, Sierra, -120.623, 39.568, 4240, 31.91
DOWNIEVILLE, COOP, Sierra, -120.824, 39.563, 2915, 32.84
STRAWBERRY VALLEY 2, COOP, Yuba, -121.161, 39.532, 3710, 42.49
STONY GORGE RESERVOIR, COOP, Glenn, -122.534, 39.586, 800, 20.21
PARADISE, COOP, Butte, -121.624, 39.754, 1750, 32.29
COVELO, COOP, Mendocino, -123.244, 39.816, 1413, 24.35
VINTON, COOP, Plumas, -120.186, 39.806, 4950, 6.82
PORTOLA, COOP, Plumas, -120.472, 39.805, 4850, 10.96
DE SABLA, COOP, Butte, -121.611, 39.872, 2710, 40.06
PASKENTA RANGER STATION, COOP, Tehama, -122.554, 39.888, 755, 21.32
STANDISH HICKEY ST PK, COOP, Mendocino, -123.727, 39.878, 853, 39.38
BUCKS CREEK, COOP, Plumas, -121.315, 39.937, 1891, 39.94
DOYLE 4 SSE, COOP, Lassen, -120.083, 39.972, 4390, 7.60
DOYLE, COOP, Lassen, -120.105, 40.027, 4293, 6.72
RICHARDSON GR ST PK, COOP, Humboldt, -123.793, 40.026, 503, 38.65
SHELTER COVE AVIATION, WBAN, Humboldt, -124.073, 40.033, 246, 28.76
GREENVILLE, COOP, Plumas, -120.950, 40.141, 3590, 24.83
CANYON DAM, COOP, Plumas, -121.089, 40.171, 4560, 20.95
CHESTER, COOP, Plumas, -121.242, 40.303, 4530, 23.41
MINERAL, COOP, Tehama, -121.609, 40.346, 4875, 28.76
SAN GABRIEL DAM FC425B-E, COOP, Los Angeles, -117.861, 34.205, 1481, 23.70
MT WILSON CBS, COOP, Los Angeles, -118.071, 34.231, 5710, 28.22
OXNARD, COOP, Ventura, -119.175, 34.198, 49, 15.24
PARKER RESRVOIR, COOP, San Bernardino, -114.171, 34.290, 738, 3.58
BIG BEAR LAKE, COOP, San Bernardino, -116.917, 34.243, 6753, 13.63
LAKE ARROWHEAD, COOP, San Bernardino, -117.188, 34.247, 5205, 29.62
CRYSTAL LAKE FC238C, COOP, Los Angeles, -117.842, 34.318, 5345, 30.00
BIG TUJUNGA DAM FC46, COOP, Los Angeles, -118.188, 34.295, 2326, 18.10
PACOIMA DAM FC33A-E, COOP, Los Angeles, -118.400, 34.329, 1550, 16.20
BIG PINES PARK FC83B, COOP, Los Angeles, -117.683, 34.383, 6845, 15.00
NEWHALL S FC32CE, COOP, Los Angeles, -118.534, 34.387, 1233, 18.40
SANTA PAULA, COOP, Ventura, -119.133, 34.312, 237, 18.26
PIRU 2 ESE, COOP, Ventura, -118.757, 34.406, 712, 17.46
SANTA BARBARA MUNI AP, WBAN, Santa Barbara, -119.842, 34.424, 8, 12.99
VINCENT FS FC 120, COOP, Los Angeles, -118.142, 34.488, 3157, 7.48
JUNCAL DAM, COOP, Santa Barbara, -119.507, 34.491, 2260, 41.49
HARRISON GULCH RS, COOP, Shasta, -122.965, 40.364, 2750, 24.17
COLEMAN FISHERIES STATION, COOP, Shasta, -122.143, 40.400, 420, 18.26
VOLTA PH, COOP, Shasta, -121.866, 40.458, 2220, 15.87
GRIZZLY CREEK STATE PARK, COOP, Humboldt, -123.909, 40.486, 413, 23.49
SCOTIA, COOP, Humboldt, -124.104, 40.483, 136, 26.41
MANZANITA LAKE, COOP, Shasta, -121.577, 40.541, 5750, 15.54
BRIDGEVILLE 4 NNW, COOP, Humboldt, -123.822, 40.519, 2100, 30.35
HAYFORK 2 W, COOP, Trinity, -123.212, 40.552, 2300, 18.52
WHISKEYTOWN RESERVOIR, COOP, Shasta, -122.528, 40.612, 1295, 48.05
SHASTA DAM, COOP, Shasta, -122.416, 40.714, 1075, 38.21
TRINITY RIVER HATCHERY, COOP, Trinity, -122.795, 40.726, 1861, 18.20
BIG BAR 4 E, COOP, Trinity, -123.208, 40.741, 1253, 17.97
TERMO 1 E, COOP, Lassen, -120.433, 40.867, 5300, 2.92
BUCKHORN, COOP, Shasta, -121.932, 40.880, 3700, 21.92
HAT CREEK, COOP, Shasta, -121.543, 40.932, 3015, 7.17
PIT RIVER PH 5, COOP, Shasta, -121.977, 40.987, 1458, 37.52
WILLOW CREEK 1 NW, COOP, Humboldt, -123.636, 40.947, 464, 23.37
PIT RIVER P H 1, COOP, Shasta, -121.500, 41.000, 2880, 3.13
ADIN RANGER STATION, COOP, Modoc, -120.945, 41.193, 4202, 3.82
