Monthly Data for September 1970 for California

Name, StationType, County, Longitude, Latitude, Elevation, TotalPrecipitation
DOBBINS 1 S, COOP, Yuba, -121.201, 39.358, 1640, 0.00
EAST PARK RESERVOIR, COOP, Colusa, -122.518, 39.359, 1205, 0.00
STONYFORD, COOP, Colusa, -122.546, 39.375, 1170, 0.00
POTTER VALLEY POWERHOUSE, COOP, Mendocino, -123.129, 39.362, 1018, 0.00
SAGEHEN CREEK, COOP, Nevada, -120.241, 39.432, 6337, 0.11
WILLITS 1 NE, COOP, Mendocino, -123.342, 39.419, 1353, 0.00
BOWMAN DAM, COOP, Nevada, -120.656, 39.454, 5385, 0.24
CAMPTONVILLE R S, COOP, Yuba, -121.050, 39.450, 2755, T
CHALLENGE R S, COOP, Yuba, -121.217, 39.483, 2570, 0.00
OROVILLE, COOP, Butte, -121.553, 39.518, 171, 0.00
OROVILLE BRIDGE, COOP, Butte, -121.567, 39.517, 171, 0.00
WILLOWS USBR, COOP, Glenn, -122.200, 39.533, 141, 0.00
SIERRAVILLE RS, COOP, Sierra, -120.370, 39.583, 4975, 0.36
SIERRA CITY, COOP, Sierra, -120.623, 39.568, 4240, 0.40
DOWNIEVILLE, COOP, Sierra, -120.824, 39.563, 2915, 0.27
STRAWBERRY VALLEY 2, COOP, Yuba, -121.161, 39.532, 3710, T
CLARKS VALLEY MUDD RANCH, COOP, Glenn, -122.400, 39.550, 410, 0.00
STONY GORGE RESERVOIR, COOP, Glenn, -122.534, 39.586, 800, 0.00
LOYALTON, COOP, Sierra, -120.250, 39.683, 4944, 0.34
BRUSH CREEK RANGER STATION, COOP, Butte, -121.345, 39.695, 3560, 0.00
BRANSCOMB 3 NNW, COOP, Mendocino, -123.650, 39.700, 1460, 0.00
PARADISE, COOP, Butte, -121.624, 39.754, 1750, T
CENTERVILLE PH, COOP, Butte, -121.667, 39.783, 522, 0.00
COVELO, COOP, Mendocino, -123.244, 39.816, 1413, 0.00
VINTON, COOP, Plumas, -120.186, 39.806, 4950, 0.17
PORTOLA, COOP, Plumas, -120.472, 39.805, 4850, 0.00
CUMMINGS, COOP, Mendocino, -123.633, 39.833, 1289, 0.00
DE SABLA, COOP, Butte, -121.611, 39.872, 2710, 0.00
CORNING HOUGHTON RANCH, COOP, Tehama, -122.350, 39.900, 487, 0.00
PASKENTA RANGER STATION, COOP, Tehama, -122.554, 39.888, 755, 0.00
STANDISH HICKEY ST PK, COOP, Mendocino, -123.727, 39.878, 853, 0.00
BUCKS CREEK, COOP, Plumas, -121.315, 39.937, 1891, 0.04
COHASSET 1 NNE, COOP, Butte, -121.717, 39.933, 3192, 0.06
DOYLE 4 SSE, COOP, Lassen, -120.083, 39.972, 4390, 0.52
DOYLE, COOP, Lassen, -120.105, 40.027, 4293, 0.36
RICHARDSON GR ST PK, COOP, Humboldt, -123.793, 40.026, 503, T
CARIBOU PH, COOP, Plumas, -121.150, 40.083, 2992, 0.01
GREENVILLE, COOP, Plumas, -120.950, 40.141, 3590, 0.00
GARBERVILLE, COOP, Humboldt, -123.800, 40.100, 340, T
CANYON DAM, COOP, Plumas, -121.089, 40.171, 4560, T
HUNTER DISTR GRAVES RC, COOP, Tehama, -122.550, 40.183, 771, 0.00
ALDERPOINT, COOP, Humboldt, -123.617, 40.183, 459, 0.00
HONEYDEW 1 SW, COOP, Humboldt, -124.132, 40.238, 373, 0.07
WENDEL 10 SE, COOP, Lassen, -120.067, 40.267, 4042, 0.05
UPPER MATTOLE, COOP, Humboldt, -124.183, 40.250, 255, 0.10
CHESTER, COOP, Plumas, -121.242, 40.303, 4530, T
FLEMING FISH &amp; GAME, COOP, Lassen, -120.317, 40.367, 4003, T
STANDISH 1 E, COOP, Lassen, -120.400, 40.367, 4032, 0.01
MINERAL, COOP, Tehama, -121.609, 40.346, 4875, 0.40
PLATINA, COOP, Shasta, -122.883, 40.367, 2260, 0.00
HARRISON GULCH RS, COOP, Shasta, -122.965, 40.364, 2750, 0.00
COLEMAN FISHERIES STATION, COOP, Shasta, -122.143, 40.400, 420, 0.01
VOLTA PH, COOP, Shasta, -121.866, 40.458, 2220, T
MAD RIVER RANGER STN, COOP, Trinity, -123.533, 40.450, 2675, 0.00
SCOTIA, COOP, Humboldt, -124.104, 40.483, 136, 0.10
SECRET VALLEY, COOP, Lassen, -120.267, 40.500, 4442, 0.00
MANZANITA LAKE, COOP, Shasta, -121.577, 40.541, 5750, 0.10
SHINGLETOWN 2 E, COOP, Shasta, -121.850, 40.500, 3556, 0.00
BRIDGEVILLE 4 NNW, COOP, Humboldt, -123.822, 40.519, 2100, 0.00
HAYFORK 2 W, COOP, Trinity, -123.212, 40.552, 2300, 0.00
WHISKEYTOWN RESERVOIR, COOP, Shasta, -122.528, 40.612, 1295, 0.00
FERNDALE 2 NW, COOP, Humboldt, -124.283, 40.600, 10, 0.12
KILARC PH, COOP, Shasta, -121.867, 40.683, 2651, 0.13
SHASTA DAM, COOP, Shasta, -122.416, 40.714, 1075, 0.02
FRENCH GULCH, COOP, Shasta, -122.633, 40.700, 1102, 0.00
BIG BAR 4 E, COOP, Trinity, -123.208, 40.741, 1253, 0.02
BUTLER VALLEY RANCH, COOP, Humboldt, -123.900, 40.767, 420, 0.14
ROUND MOUNTAIN, COOP, Shasta, -121.935, 40.796, 2100, 0.21
TRINITY DAM VISTA POINT, COOP, Trinity, -122.767, 40.800, 2503, T
BURNT RANCH 1 S, COOP, Trinity, -123.467, 40.800, 2150, T
TERMO 1 E, COOP, Lassen, -120.433, 40.867, 5300, 0.11
LITTLE VALLEY, COOP, Lassen, -121.183, 40.883, 4173, T
BUCKHORN, COOP, Shasta, -121.932, 40.880, 3700, 0.05
LAKESHORE 2, COOP, Shasta, -122.383, 40.867, 1079, 0.02
KORBEL, COOP, Humboldt, -123.950, 40.867, 151, 0.37
HAT CREEK, COOP, Shasta, -121.543, 40.932, 3015, 0.12
PIT RIVER PH 5, COOP, Shasta, -121.977, 40.987, 1458, 0.00
VOLLMERS, COOP, Shasta, -122.450, 40.950, 1342, 0.00
WILLOW CREEK 1 NW, COOP, Humboldt, -123.636, 40.947, 464, 0.05
MADELINE, COOP, Lassen, -120.500, 41.017, 5325, 0.00
FALL RIVER MILLS, COOP, Shasta, -121.435, 41.008, 3300, 0.10
GIBSON HIGHWAY MNT STN, COOP, Shasta, -122.400, 41.017, 1650, T
HOOPA, COOP, Humboldt, -123.667, 41.050, 361, 0.03
DANA 2 SE, COOP, Shasta, -121.517, 41.100, 3323, 0.07
ADIN RANGER STATION, COOP, Modoc, -120.945, 41.193, 4202, 0.05
LOOKOUT 3 WSW, COOP, Modoc, -121.200, 41.200, 4183, 0.44
DUNSMUIR, COOP, Siskiyou, -122.267, 41.217, 2421, T
JESS VALLEY, COOP, Modoc, -120.298, 41.271, 5319, 0.13
MCCLOUD, COOP, Siskiyou, -122.138, 41.252, 3233, 0.02
CALLAHAN, COOP, Siskiyou, -122.825, 41.338, 3085, 0.08
SAWYERS BAR RS, COOP, Siskiyou, -123.133, 41.301, 2255, 0.11
CANBY 11SW, COOP, Modoc, -121.050, 41.367, 4505, 0.14
ORICK PRAIRIE CREEK PARK, COOP, Humboldt, -124.019, 41.362, 160, 0.23
WEED FIRE DEPT, COOP, Siskiyou, -122.383, 41.433, 3589, 0.08
CANBY 3 SW, COOP, Modoc, -120.902, 41.422, 4310, 0.25
ALTURAS, COOP, Modoc, -120.544, 41.490, 4373, 0.17
KLAMATH, COOP, Del Norte, -124.075, 41.579, 28, 0.60
GREENVIEW, COOP, Siskiyou, -122.924, 41.552, 2820, 0.06
FORT JONES RS, COOP, Siskiyou, -122.848, 41.601, 2729, 0.09
LAVA BEDS NAT MON, COOP, Siskiyou, -121.507, 41.712, 4775, 0.02
CLEAR CREEK, COOP, Siskiyou, -123.450, 41.717, 981, 0.07
MOUNT HEBRON RS, COOP, Siskiyou, -122.045, 41.783, 4265, 0.00
CRESCENT CITY 3 NNW, WBAN, Del Norte, -124.215, 41.796, 43, 0.46
CRESCENT CITY 7 ENE, COOP, Del Norte, -124.085, 41.794, 120, 0.51
FORT BIDWELL, COOP, Modoc, -120.157, 41.872, 4739, 0.38
GASQUET RS, COOP, Del Norte, -123.967, 41.846, 387, 0.69
FORT DICK, COOP, Del Norte, -124.150, 41.867, 46, 0.62
IDLEWILD HWY MNTNC STN, COOP, Del Norte, -123.767, 41.900, 1250, 0.17
TULELAKE, COOP, Siskiyou, -121.474, 41.960, 4038, 0.18
COPCO NO 1 DAM, COOP, Siskiyou, -122.338, 41.980, 2665, 0.02
HILTS SLASH DISPOSAL, COOP, Siskiyou, -122.633, 42.000, 2904, 0.08
ELK VALLEY, COOP, Del Norte, -123.718, 41.988, 1708, 0.33
INYOKERN, COOP, Kern, -117.821, 35.651, 2430, 0.00
MARKLEY COVE, COOP, Napa, -122.124, 38.492, 480, 0.00
BOULEVARD 2, COOP, San Diego, -116.300, 32.667, 3600, 0.03
NEWPORT BEACH HARBOR, WBAN, Orange, -117.884, 33.603, 10, 0.00
SANTA MARIA PUBLIC AP, WBAN, Santa Barbara, -120.452, 34.894, 243, T
MOUNT SHASTA, WBAN, Siskiyou, -122.333, 41.333, 3535, 0.08
RED BLUFF MUNI AP, WBAN, Tehama, -122.255, 40.152, 354, 0.01
NEEDLES AIRPORT, WBAN, San Bernardino, -114.618, 34.768, 888, 0.10
CECILVILLE 5 SE, COOP, Siskiyou, -123.050, 41.100, 3002, 0.08
WOFFORD HEIGHTS KERNVILLE, WBAN, Kern, -118.450, 35.717, 2733, 0.00
AVALON PLEASURE PIER, COOP, Los Angeles, -118.317, 33.350, 25, 0.00
SUSANVILLE 2SW, WBAN, Lassen, -120.663, 40.417, 4212, 0.00
TEJON RANCHO, WBAN, Kern, -118.750, 35.023, 1425, 0.00
SAN NICOLAS IS, WBAN, Ventura, -119.458, 33.240, 568, 0.00
SAN SIMEON POINT PIEDRAS BLANCAS, WBAN, San Luis Obispo, -121.285, 35.666, 59, T
GUERNEVILLE, COOP, Sonoma, -122.998, 38.504, 60, 0.00
TORRANCE AP, WBAN, Los Angeles, -118.342, 33.802, 90, 0.00
LOS ANGELES DOWNTOWN/USC, WBAN, Los Angeles, -118.291, 34.024, 179, 0.00
FRESNO YOSEMITE INT'L, WBAN, Fresno, -119.720, 36.780, 334, 0.00
FORT BRAGG, WBAN, Mendocino, -123.817, 39.400, -, 0.00
MONTEREY PENINSUL AP, WBAN, Monterey, -121.849, 36.590, 160, T
PASO ROBLES MUNICIPAL AP, WBAN, San Luis Obispo, -120.629, 35.669, 820, 0.00
SAN JOSE, COOP, Santa Clara, -121.903, 37.350, 67, 0.00
Bakersfield Area, ThreadEx, -, -, -, -, 0.00
Bishop Area, ThreadEx, -, -, -, -, 0.00
Los Angeles Downtown Area, ThreadEx, -, -, -, -, 0.00
Eureka Area, ThreadEx, -, -, -, -, 0.32
Fresno Area, ThreadEx, -, -, -, -, 0.00
Los Angeles Airport Area, ThreadEx, -, -, -, -, T
Long Beach Area, ThreadEx, -, -, -, -, T
Redding Area, ThreadEx, -, -, -, -, 0.00
Sacramento Area, ThreadEx, -, -, -, -, 0.00
San Diego Area, ThreadEx, -, -, -, -, T
Stockton Area, ThreadEx, -, -, -, -, T
San Francisco Airport Area, ThreadEx, -, -, -, -, T
Santa Maria Area, ThreadEx, -, -, -, -, T
CAMP PENDLETON MCAS, WBAN, San Diego, -117.355, 33.304, 70, 0.00
LEMOORE REEVES NAS, WBAN, Fresno, -119.950, 36.333, 232, 0.00
LOS ALAMITOS, WBAN, Orange, -118.050, 33.783, -, T
REDDING FIRE STN 2, COOP, Shasta, -122.400, 40.583, 581, 0.00
GOLD ROCK RANCH, COOP, Imperial, -114.867, 32.883, 485, 0.00
IMPERIAL, COOP, Imperial, -115.567, 32.849, -64, 0.03
DESCANSO RANGER STN, COOP, San Diego, -116.617, 32.850, 3500, 0.00
EL CAPITAN DAM, COOP, San Diego, -116.815, 32.886, 600, 0.00
LAKESIDE 2 E, COOP, San Diego, -116.895, 32.854, 690, 0.00
POWAY VALLEY, COOP, San Diego, -117.031, 33.020, 648, 0.00
SAN CLEMENTE ISLAND NAAS, WBAN, Los Angeles, -118.588, 33.023, 182, 0.00
RAMONA SPAULDING, COOP, San Diego, -116.850, 33.067, 1480, 0.00
JULIAN WYNOLA, COOP, San Diego, -116.650, 33.100, 3650, 0.77
ESCONDIDO, COOP, San Diego, -117.083, 33.117, 659, 0.00
OCOTILLO WELLS, COOP, San Diego, -116.133, 33.150, 180, 0.06
RANCHITA, COOP, San Diego, -116.533, 33.233, 4114, 0.00
HENSHAW DAM, COOP, San Diego, -116.761, 33.237, 2700, 0.00
VALLEY CENTER 2 NNE, COOP, San Diego, -117.017, 33.233, 1391, 0.00
VISTA, COOP, San Diego, -117.232, 33.235, 430, 0.00
OCEANSIDE MARINA, COOP, San Diego, -117.395, 33.210, 10, 0.00
NILAND, COOP, Imperial, -115.524, 33.278, -60, 0.00
BORREGO DESERT PARK, COOP, San Diego, -116.404, 33.256, 810, 0.00
WARNER SPRINGS, COOP, San Diego, -116.633, 33.283, 3182, 0.00
PALOMAR MTN OBSERVATORY, COOP, San Diego, -116.840, 33.378, 5550, 0.00
MECCA FIRE STATION, COOP, Riverside, -116.073, 33.570, -183, 0.00
LAGUNA BEACH, COOP, Orange, -117.781, 33.545, 44, 0.00
BLYTHE ASOS, WBAN, Riverside, -114.715, 33.619, 395, 0.00
DESERT RESORTS REGIONAL AP, WBAN, Riverside, -116.164, 33.632, -118, 0.00
PINNACLES NATIONAL PARK, COOP, San Benito, -121.182, 36.482, 1307, 0.00
CARMEL VALLEY, COOP, Monterey, -121.724, 36.481, 480, 0.00
LODGEPOLE, COOP, Tulare, -118.732, 36.604, 6735, 0.00
ORANGE COVE, COOP, Fresno, -119.300, 36.617, 430, 0.00
PANOCHE 2 W, COOP, San Benito, -120.884, 36.607, 1400, 0.00
SPRECKELS HWY BRIDGE, COOP, Monterey, -121.671, 36.631, 21, 0.00
MONTEREY, COOP, Monterey, -121.855, 36.593, 122, 0.02
SALINAS NO. 2, COOP, Monterey, -121.666, 36.659, 45, T
SALINAS AP, WBAN, Monterey, -121.609, 36.664, 73, 0.00
FRITZSCHE AAF, WBAN, Monterey, -121.767, 36.683, -, T
GRANT GROVE, COOP, Tulare, -118.962, 36.738, 6580, 0.00
PAICINES 4 W, COOP, San Benito, -121.349, 36.715, 905, 0.00
MENDOTA DAM, COOP, Fresno, -120.367, 36.783, 171, 0.00
LITTLE PANOCHE DET DAM, COOP, Fresno, -120.800, 36.783, 679, 0.00
PINE FLAT DAM, COOP, Fresno, -119.337, 36.821, 615, 0.00
HOLLISTER 1 SW, COOP, San Benito, -121.417, 36.833, 279, 0.00
LOS BANOS ARBURUA RANCH, COOP, Merced, -120.939, 36.875, 843, 0.00
CHITTENDEN PASS, COOP, Santa Cruz, -121.597, 36.900, 82, 0.02
BALCH POWER HOUSE, COOP, Fresno, -119.088, 36.909, 1735, 0.00
WATSONVILLE WATERWORKS, COOP, Santa Cruz, -121.769, 36.931, 95, 0.00
FRIANT GOVERNMENT CAMP, COOP, Fresno, -119.707, 36.997, 410, 0.00
MADERA, COOP, Madera, -120.038, 36.954, 270, 0.00
LOS BANOS DET RESV, COOP, Merced, -120.930, 36.990, 407, 0.00
GILROY, COOP, Santa Clara, -121.561, 37.003, 194, 0.00
DAVENPORT, COOP, Santa Cruz, -122.200, 37.017, 279, 0.00
BURBANK VALLEY PUMP PLANT, COOP, Los Angeles, -118.348, 34.187, 655, 0.00
SUEY RANCH, COOP, San Luis Obispo, -120.383, 35.000, 390, 0.00
DUNN SIDING, COOP, San Bernardino, -116.433, 35.050, 1611, 0.00
MOJAVE, COOP, Kern, -118.162, 35.049, 2735, 0.00
MARICOPA, COOP, Kern, -119.383, 35.083, 675, 0.00
NIPOMO 2 NW, COOP, San Luis Obispo, -120.500, 35.067, 361, 0.00
TEHACHAPI, COOP, Kern, -118.450, 35.133, 4017, 0.00
ARROYO GRANDE, COOP, San Luis Obispo, -120.567, 35.117, 112, 0.00
PISMO BEACH, COOP, San Luis Obispo, -120.683, 35.160, 39, 0.00
CANTIL, COOP, Kern, -117.967, 35.300, 2011, 0.00
SALINAS DAM, COOP, San Luis Obispo, -120.504, 35.337, 1392, 0.00
BAKER 9 NNW, COOP, San Bernardino, -116.117, 35.383, 1050, 0.00
RANDSBURG, COOP, Kern, -117.652, 35.369, 3570, 0.00
SANTA MARGARITA 2 SW, COOP, San Luis Obispo, -120.633, 35.367, 1201, 0.00
SANTA MARGARITA BOOST, COOP, San Luis Obispo, -120.637, 35.374, 1148, 0.00
MORRO BAY FIRE DEPT, COOP, San Luis Obispo, -120.845, 35.367, 118, 0.00
BAKERSFIELD AP, WBAN, Kern, -119.055, 35.434, 490, 0.00
BUTTONWILLOW, COOP, Kern, -119.470, 35.403, 225, 0.00
MORRO BAY 3 N, COOP, San Luis Obispo, -120.850, 35.417, 620, 0.00
MOUNTAIN PASS, COOP, San Bernardino, -115.544, 35.470, 4730, 0.00
KERN RIVER PH 1, COOP, Kern, -118.783, 35.467, 970, 0.00
BLACKWELLS CORNER, COOP, Kern, -119.900, 35.617, 712, 0.00
GLENNVILLE, COOP, Kern, -118.701, 35.727, 3140, 0.00
TRONA, COOP, San Bernardino, -117.391, 35.764, 1695, 0.00
KERN RIVER PH 3, COOP, Kern, -118.439, 35.783, 2703, 0.00
DELANO, COOP, Kern, -119.260, 35.768, 302, 0.00
NACIMIENTO DAM, COOP, San Luis Obispo, -120.883, 35.767, 770, 0.00
POSEY 3 E, COOP, Tulare, -118.633, 35.800, 4960, 0.00
BARSTOW-DAGGETT AIRPORT, WBAN, San Bernardino, -116.787, 34.854, 1919, 0.00
MERCED, COOP, Merced, -120.516, 37.289, 154, 0.00
GILLESPIE FIELD, WBAN, San Diego, -116.967, 32.817, 405, 0.00
SAN DIEGO INTERNATIONAL AP, WBAN, San Diego, -117.183, 32.734, 15, T
SAN DIEGO MIRAMAR NAS, WBAN, San Diego, -117.133, 32.867, 477, 0.00
NORTH ISLAND NAS, WBAN, San Diego, -117.210, 32.692, 14, 0.00
SAN FRANCISCO INTERNATIONAL AP, WBAN, San Mateo, -122.366, 37.620, 10, T
BRAWLEY 2 SW, COOP, Imperial, -115.558, 32.954, -100, 0.30
CEDARVILLE, COOP, Modoc, -120.179, 41.530, 4688, 0.53
CHICO UNIVERSITY FARM, COOP, Butte, -121.821, 39.691, 185, 0.00
CHULA VISTA, COOP, San Diego, -117.086, 32.640, 56, 0.00
COLFAX, COOP, Placer, -120.947, 39.090, 2373, 0.00
CUYAMACA, COOP, San Diego, -116.587, 32.990, 4640, 0.02
DAVIS 2 WSW EXP FARM, COOP, Yolo, -121.776, 38.535, 60, 0.00
DEATH VALLEY NATIONAL PARK, WBAN, Inyo, -116.867, 36.463, -194, 0.00
ELECTRA P H, COOP, Amador, -120.671, 38.331, 715, 0.14
FAIRMONT, COOP, Los Angeles, -118.430, 34.705, 3060, 0.00
FORT BRAGG 5 N, COOP, Mendocino, -123.756, 39.510, 123, 0.07
HANFORD 1 S, COOP, Kings, -119.637, 36.316, 237, 0.00
HAPPY CAMP RANGER STATION, COOP, Siskiyou, -123.375, 41.796, 1142, 0.01
HEALDSBURG, COOP, Sonoma, -122.866, 38.629, 177, 0.00
INDIO FIRE STATION, COOP, Riverside, -116.215, 33.709, -21, 0.00
LAKE SPAULDING, COOP, Nevada, -120.639, 39.318, 5156, 0.24
LEMON COVE, COOP, Tulare, -119.026, 36.382, 513, 0.00
LIVERMORE, COOP, Alameda, -121.751, 37.682, 529, 0.00
LODI, COOP, San Joaquin, -121.288, 38.106, 40, 0.02
MARYSVILLE, COOP, Yuba, -121.585, 39.146, 57, 0.00
NAPA STATE HOSPITAL, COOP, Napa, -122.265, 38.278, 35, 0.00
OJAI, COOP, Ventura, -119.227, 34.448, 745, 0.00
ORLAND, COOP, Glenn, -122.200, 39.746, 254, 0.00
ORLEANS, COOP, Humboldt, -123.539, 41.302, 403, 0.08
PASADENA, COOP, Los Angeles, -118.145, 34.148, 864, 0.00
PASO ROBLES, COOP, San Luis Obispo, -120.685, 35.628, 730, 0.00
PETALUMA AIRPORT, COOP, Sonoma, -122.608, 38.258, 20, 0.00
QUINCY, COOP, Plumas, -120.947, 39.937, 3420, T
REDLANDS, COOP, San Bernardino, -117.195, 34.037, 1410, 0.00
SANTA BARBARA, COOP, Santa Barbara, -119.684, 34.417, 16, T
SANTA CRUZ, COOP, Santa Cruz, -122.000, 36.988, 70, 0.00
SANTA ROSA, COOP, Sonoma, -122.713, 38.456, 166, 0.00
TAHOE CITY, COOP, Placer, -120.143, 39.168, 6230, 0.20
TUSTIN IRVINE RANCH, COOP, Orange, -117.754, 33.703, 235, 0.00
UKIAH, COOP, Mendocino, -123.210, 39.147, 636, 0.00
VACAVILLE, COOP, Solano, -121.961, 38.396, 110, 1.44
WASCO, COOP, Kern, -119.352, 35.589, 291, 0.00
WEAVERVILLE, COOP, Trinity, -122.944, 40.735, 2058, 0.00
WILLOWS 6 W, COOP, Glenn, -122.305, 39.523, 234, 0.00
YREKA, COOP, Siskiyou, -122.641, 41.703, 2709, 0.02
BERKELEY, COOP, Alameda, -122.260, 37.874, 310, 0.00
BLYTHE, COOP, Riverside, -114.598, 33.614, 268, 0.00
EUREKA WFO WOODLEY ISLAND, WBAN, Humboldt, -124.160, 40.810, 20, 0.32
INDEPENDENCE, WBAN, Inyo, -118.204, 36.798, 3950, 0.00
SAN LUIS OBISPO POLY, WBAN, San Luis Obispo, -120.662, 35.306, 308, 0.00
BURNEY, WBAN, Shasta, -121.655, 40.880, 3198, 0.30
IMPERIAL BEACH REAM FIELD NAS, WBAN, San Diego, -117.117, 32.568, 24, T
CAMPO, COOP, San Diego, -116.470, 32.626, 2630, 0.08
CALEXICO 2 NE, COOP, Imperial, -115.464, 32.688, 12, 0.00
BARRETT DAM, COOP, San Diego, -116.667, 32.683, 1621, 0.00
EL CENTRO 2 SSW, COOP, Imperial, -115.562, 32.767, -30, T
LA MESA, COOP, San Diego, -117.023, 32.768, 530, 0.00
IMPERIAL COUNTY AP, WBAN, Imperial, -115.577, 32.835, -55, T
ALPINE, COOP, San Diego, -116.777, 32.836, 1695, 0.00
Burbank Glendale Pasadena Area, ThreadEx, -, -, -, -, 0.00
Camarillo Area, ThreadEx, -, -, -, -, 0.00
Needles Area, ThreadEx, -, -, -, -, 0.10
Oxnard Area, ThreadEx, -, -, -, -, 0.00
Palm Springs Area, ThreadEx, -, -, -, -, 0.00
Riverside Area, ThreadEx, -, -, -, -, 0.00
Crescent City Area, ThreadEx, -, -, -, -, 0.46
Escondido Area, ThreadEx, -, -, -, -, 0.00
Sacramento Downtown Area, ThreadEx, -, -, -, -, 0.00
Tahoe City Area, ThreadEx, -, -, -, -, 0.20
Ukiah Area, ThreadEx, -, -, -, -, 0.00
Alturas Area, ThreadEx, -, -, -, -, 0.17
Mount Shasta Area, ThreadEx, -, -, -, -, 0.08
Palmdale Area, ThreadEx, -, -, -, -, 0.00
Lancaster Area, ThreadEx, -, -, -, -, 0.00
El Cajon Area, ThreadEx, -, -, -, -, 0.00
Hanford Area, ThreadEx, -, -, -, -, 0.00
El Centro Area, ThreadEx, -, -, -, -, T
Madera Area, ThreadEx, -, -, -, -, 0.00
Merced Area, ThreadEx, -, -, -, -, 0.00
San Jose Area, ThreadEx, -, -, -, -, 0.00</pre>
